09.06.23 / 08:51:10;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:51:10;#2;INFO;999;SetRelayConnectionControl;4300;
09.06.23 / 08:51:10;#2;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0;
09.06.23 / 08:51:10;#2;INFO;0;Bay;2;
09.06.23 / 08:51:10;#2;PROTOCOL;0;Communication Protocol;CANBUS_PROTOCOL;
09.06.23 / 08:51:10;#2;INFO;0;WO Number;30912996
09.06.23 / 08:51:10;#2;INFO;0;Serial Number;0001;
09.06.23 / 08:51:10;#2;INFO;0;Product;;
09.06.23 / 08:51:10;#2;STEP;10;Nominal Power.;;
09.06.23 / 08:51:14;#2;STEP;20;Connect Violet pin for communication.;;
09.06.23 / 08:51:14;#2;STEP;30;Start Bus communication 100ms continual.;;
09.06.23 / 08:51:14;#2;INFO;30;Looks like Actuator is Connected;;
09.06.23 / 08:51:14;#2;STEP;40;SetForcePositionLost for Run Max. Speed;;
09.06.23 / 08:51:14;#2;STEP;40;SetForcePositionLost;DONE;
09.06.23 / 08:51:15;#2;STEP;40;Find BusLink *.ini Files.;;
09.06.23 / 08:51:15;#2;STEP;40;Actuator ID;LA36CA4;
09.06.23 / 08:51:15;#2;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;;
09.06.23 / 08:51:15;#2;STEP;60;Open the right *.ini file.;;
09.06.23 / 08:51:15;#2;INFO;60;LA36CA4.ini;file found;
09.06.23 / 08:51:15;#2;STEP;70;Read SW nummer from Actuator.;;
09.06.23 / 08:51:16;#2;STEP;80;Show Initializing EOS IN.;;
09.06.23 / 08:51:16;#2;STEP;90;Read WO Number from Actuator.;;
09.06.23 / 08:51:16;#2;INFO;90;WO from Actuator;30912996;
09.06.23 / 08:51:16;#2;INFO;90;UniqueID from Actuator;614483;
09.06.23 / 08:51:16;#2;STEP;100;Read SW Version from Actuator.;;
09.06.23 / 08:51:16;#2;INFO;100;SW Actuator;SW01050000V3-1;
09.06.23 / 08:51:16;#2;STEP;110;Compare WONumber, SWVersion, PCB.;;
09.06.23 / 08:51:16;#2;INFO;110;Query WO SQL Table Ax_Data;;
09.06.23 / 08:51:16;#2;INFO;110;From Ax_Software;SW01050000V3-1;
09.06.23 / 08:51:16;#2;INFO;110;From AxArtNo;J34109;
09.06.23 / 08:51:16;#2;INFO;110;From AxArtName;3616020000084A-612H30400NXS000;
09.06.23 / 08:51:16;#2;INFO;110;From AxConf;FieldReject;
09.06.23 / 08:51:16;#2;INFO;110;From AxPCBA;FieldReject;
09.06.23 / 08:51:16;#2;STEP;120;Run out.;;
09.06.23 / 08:51:21;#2;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
09.06.23 / 08:51:21;#2;STEP;130;EOS IN;Is deactivated;
09.06.23 / 08:51:22;#2;STEP;140;Stop 200ms/Run In.;;
09.06.23 / 08:51:27;#2;STEP;150;EOS IN;Is activated;
09.06.23 / 08:51:27;#2;STEP;150;Run to EOS IN.;;
09.06.23 / 08:51:29;#2;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
09.06.23 / 08:51:31;#2;STEP;180;Wait for PLC-command 'EOS IN Signal and Voltage OK'. 11. Not for ZeroPoint.;;
09.06.23 / 08:51:31;#2;STEP;200;Run servo to reference position and start stroke measurement.;;
09.06.23 / 08:51:32;#2;STEP;210;Show: Initializing EOS IN OK.  Not for ZeroPoint.;;
09.06.23 / 08:51:32;#2;STEP;220;Show: Initializing EOS Out.;;
09.06.23 / 08:51:33;#2;STEP;230;Run to EOS OUT.;;
09.06.23 / 08:51:43;#2;STEP;240;Read EOS OUT Status. if not 1 'EOS ud ikke aktiv'. Not for ZeroPoint.;;
09.06.23 / 08:51:43;#2;STEP;240;EOS OUT;Is activated;
09.06.23 / 08:51:44;#2;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
09.06.23 / 08:51:44;#2;STEP;290;Show: Initializing EOS out OK. For ZeroPoint, found MekEOS.;;
09.06.23 / 08:51:46;#2;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
09.06.23 / 08:51:48;#2;STEP;310;Run to SetPoint for Pulltest;;
09.06.23 / 08:51:51;#2;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
09.06.23 / 08:51:51;#2;STEP;320;Run to half stroke;;
09.06.23 / 08:52:02;#2;STEP;320;Min Servo Position;425.85  mm;
09.06.23 / 08:52:02;#2;STEP;320;Max Servo Position;626.48  mm;
09.06.23 / 08:52:02;#2;INFO;320;Min Buslink Position;0.44 mm;
09.06.23 / 08:52:02;#2;INFO;320;Max Buslink Position;200.61 mm;
09.06.23 / 08:52:02;#2;INFO;320;Current Buslink Position;100.19 mm;
09.06.23 / 08:52:02;#2;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
09.06.23 / 08:52:02;#2;STEP;320;Spec. Servo Position Min.;96.35 mm;
09.06.23 / 08:52:02;#2;STEP;320;Buslink Position;100.19 mm;
09.06.23 / 08:52:02;#2;STEP;320;Spec. Servo Position Max.;104.35 mm;
09.06.23 / 08:52:03;#2;STEP;320;Read new LIN-position.;;
09.06.23 / 08:52:03;#2;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:52:03;#2;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:52:03;#2;STEP;340;CANBus Verification;;
09.06.23 / 08:52:03;#2;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:52:03;#2;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:52:03;#2;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:52:07;#2;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:52:08;#2;STEP;360;LINTest has finished. EndOfTest;;
09.06.23 / 08:54:48;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:54:48;#3;INFO;999;SetRelayConnectionControl;4300;
09.06.23 / 08:54:48;#3;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0;
09.06.23 / 08:54:48;#3;INFO;0;Bay;3;
09.06.23 / 08:54:48;#3;PROTOCOL;0;Communication Protocol;CANBUS_PROTOCOL;
09.06.23 / 08:54:48;#3;INFO;0;WO Number;30912996
09.06.23 / 08:54:48;#3;INFO;0;Serial Number;0001;
09.06.23 / 08:54:48;#3;INFO;0;Product;;
09.06.23 / 08:54:48;#3;STEP;10;Nominal Power.;;
09.06.23 / 08:54:52;#3;STEP;20;Connect Violet pin for communication.;;
09.06.23 / 08:54:52;#3;STEP;30;Start Bus communication 100ms continual.;;
09.06.23 / 08:54:52;#3;INFO;30;Looks like Actuator is Connected;;
09.06.23 / 08:54:52;#3;STEP;40;SetForcePositionLost for Run Max. Speed;;
09.06.23 / 08:54:52;#3;STEP;40;SetForcePositionLost;DONE;
09.06.23 / 08:54:53;#3;STEP;40;Find BusLink *.ini Files.;;
09.06.23 / 08:54:53;#3;STEP;40;Actuator ID;LA36CA4;
09.06.23 / 08:54:53;#3;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;;
09.06.23 / 08:54:53;#3;STEP;60;Open the right *.ini file.;;
09.06.23 / 08:54:53;#3;INFO;60;LA36CA4.ini;file found;
09.06.23 / 08:54:53;#3;STEP;70;Read SW nummer from Actuator.;;
09.06.23 / 08:54:54;#3;STEP;80;Show Initializing EOS IN.;;
09.06.23 / 08:54:54;#3;STEP;90;Read WO Number from Actuator.;;
09.06.23 / 08:54:54;#3;INFO;90;WO from Actuator;30912996;
09.06.23 / 08:54:54;#3;INFO;90;UniqueID from Actuator;614483;
09.06.23 / 08:54:54;#3;STEP;100;Read SW Version from Actuator.;;
09.06.23 / 08:54:54;#3;INFO;100;SW Actuator;SW01050000V3-1;
09.06.23 / 08:54:54;#3;STEP;110;Compare WONumber, SWVersion, PCB.;;
09.06.23 / 08:54:54;#3;INFO;110;Query WO SQL Table Ax_Data;;
09.06.23 / 08:54:54;#3;INFO;110;From Ax_Software;SW01050000V3-1;
09.06.23 / 08:54:54;#3;INFO;110;From AxArtNo;J34109;
09.06.23 / 08:54:54;#3;INFO;110;From AxArtName;3616020000084A-612H30400NXS000;
09.06.23 / 08:54:54;#3;INFO;110;From AxConf;FieldReject;
09.06.23 / 08:54:54;#3;INFO;110;From AxPCBA;FieldReject;
09.06.23 / 08:54:54;#3;STEP;120;Run out.;;
09.06.23 / 08:54:59;#3;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;;
09.06.23 / 08:54:59;#3;STEP;130;EOS IN;Is deactivated;
09.06.23 / 08:54:59;#3;STEP;140;Stop 200ms/Run In.;;
09.06.23 / 08:55:05;#3;STEP;150;EOS IN;Is activated;
09.06.23 / 08:55:05;#3;STEP;150;Run to EOS IN.;;
09.06.23 / 08:55:07;#3;STEP;160;Read EOS IN Status. Not for ZeroPoint.;;
09.06.23 / 08:55:09;#3;STEP;180;Wait for PLC-command 'EOS IN Signal and Voltage OK'. 11. Not for ZeroPoint.;;
09.06.23 / 08:55:10;#3;STEP;200;Run servo to reference position and start stroke measurement.;;
09.06.23 / 08:55:10;#3;STEP;210;Show: Initializing EOS IN OK.  Not for ZeroPoint.;;
09.06.23 / 08:55:10;#3;STEP;220;Show: Initializing EOS Out.;;
09.06.23 / 08:55:11;#3;STEP;230;Run to EOS OUT.;;
09.06.23 / 08:55:22;#3;STEP;240;Read EOS OUT Status. if not 1 'EOS ud ikke aktiv'. Not for ZeroPoint.;;
09.06.23 / 08:55:22;#3;STEP;240;EOS OUT;Is activated;
09.06.23 / 08:55:22;#3;STEP;280;Compare BusLink and Servo Movement and PLC-command 'EOS OUT Signal and Voltage OK'. Not for ZeroPoint.;;
09.06.23 / 08:55:22;#3;STEP;290;Show: Initializing EOS out OK. For ZeroPoint, found MekEOS.;;
09.06.23 / 08:55:25;#3;STEP;300;If Single/OneHall, No Feedback go to step 310 else step 280.  Not for ZeroPoint.;;
09.06.23 / 08:55:26;#3;STEP;310;Run to SetPoint for Pulltest;;
09.06.23 / 08:55:29;#3;STEP;320;Actuator Type is -> Fixed, Learn, Potmeter;;
09.06.23 / 08:55:29;#3;STEP;320;Run to half stroke;;
09.06.23 / 08:55:41;#3;STEP;320;Min Servo Position;425.86  mm;
09.06.23 / 08:55:41;#3;STEP;320;Max Servo Position;626.47  mm;
09.06.23 / 08:55:41;#3;INFO;320;Min Buslink Position;-0.44 mm;
09.06.23 / 08:55:41;#3;INFO;320;Max Buslink Position;200.39 mm;
09.06.23 / 08:55:41;#3;INFO;320;Current Buslink Position;100.19 mm;
09.06.23 / 08:55:41;#3;INFO;320;Tolerance 1/2 Stroke;4.00 mm;
09.06.23 / 08:55:41;#3;STEP;320;Spec. Servo Position Min.;96.11 mm;
09.06.23 / 08:55:41;#3;STEP;320;Buslink Position;100.19 mm;
09.06.23 / 08:55:41;#3;STEP;320;Spec. Servo Position Max.;104.11 mm;
09.06.23 / 08:55:41;#3;STEP;320;Read new LIN-position.;;
09.06.23 / 08:55:41;#3;INFO;320;Comparison Servo/Buslink Position;PASSED;
09.06.23 / 08:55:41;#3;INFO;999;SetCustomerCurrentCutOffs();DONE;
09.06.23 / 08:55:41;#3;STEP;340;CANBus Verification;;
09.06.23 / 08:55:41;#3;STEP;340;Try SetToLoopBackModeCANBus;;
09.06.23 / 08:55:41;#3;STEP;340;SetToLoopBackModeCANBus;DONE;
09.06.23 / 08:55:41;#3;STEP;340;Try VerifyCANBusFunctionality;;
09.06.23 / 08:55:51;#3;STEP;340;VerifyCANBusFunctionality;PASSED;
09.06.23 / 08:55:51;#3;STEP;360;LINTest has finished. EndOfTest;;
09.06.23 / 08:57:04;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
09.06.23 / 08:57:04;#4;INFO;999;SetRelayConnectionControl;4300;
09.06.23 / 08:57:04;#4;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0;
09.06.23 / 08:57:04;#4;INFO;0;Bay;4;
09.06.23 / 08:57:04;#4;PROTOCOL;0;Communication Protocol;CANBUS_PROTOCOL;
09.06.23 / 08:57:04;#4;INFO;0;WO Number;30912996
09.06.23 / 08:57:04;#4;INFO;0;Serial Number;0001;
09.06.23 / 08:57:04;#4;INFO;0;Product;;
09.06.23 / 08:57:04;#4;STEP;10;Nominal Power.;;
09.06.23 / 08:57:08;#4;STEP;20;Connect Violet pin for communication.;;
09.06.23 / 08:57:08;#4;STEP;30;Start Bus communication 100ms continual.;;
09.06.23 / 08:57:08;#4;INFO;30;Looks like Actuator is Connected;;
09.06.23 / 08:57:08;#4;STEP;40;SetForcePositionLost for Run Max. Speed;;
09.06.23 / 08:57:08;#4;STEP;40;SetForcePositionLost;DONE;
09.06.23 / 08:57:09;#4;STEP;40;Find BusLink *.ini Files.;;
09.06.23 / 08:57:09;#4;STEP;40;Actuator ID;LA36CA4;
09.06.23 / 08:57:09;#4;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;;
09.06.23 / 08:57:09;#4;STEP;60;Open the right *.ini file.;;
09.06.23 / 08:57:09;#4;INFO;60;LA36CA4.ini;file found;
09.06.23 / 08:57:09;#4;STEP;70;Read SW nummer from Actuator.;;
09.06.23 / 08:57:10;#4;STEP;80;Show Initializing EOS IN.;;
09.06.23 / 08:57:10;#4;STEP;90;Read WO Number from Actuator.;;
09.06.23 / 08:57:10;#4;INFO;90;WO from Actuator;30912996;
09.06.23 / 08:57:10;#4;INFO;90;UniqueID from Actuator;614483;
09.06.23 / 08:57:10;#4;STEP;100;Read SW Version from Actuator.;;
