14.06.23 / 11:17:22;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
14.06.23 / 11:17:22;#3;TESTER;0;Tester;LASPRD-C0197V60, LA36 Pre-Tester Auto-Cell, 2022-032, LINTest 11.0.22.0
14.06.23 / 11:17:22;#3;INFO;0;Bay;3
14.06.23 / 11:17:22;#3;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL
14.06.23 / 11:17:22;#3;INFO;0;WO Number;31391233
14.06.23 / 11:17:22;#3;INFO;0;Serial Number;20
14.06.23 / 11:17:22;#3;INFO;0;Product;LA36 IC
14.06.23 / 11:17:22;#3;STEP;10;Nominal Power.;
14.06.23 / 11:17:26;#3;STEP;20;Connect Violet pin for communication.;
14.06.23 / 11:17:27;#3;STEP;30;Start Bus communication 100ms continual.;
14.06.23 / 11:17:28;#3;STEP;30;No Communcation ...;Error
14.06.23 / 11:17:29;#3;STEP;980;General Not Defined;
14.06.23 / 11:17:29;#3;INFO;980;Restart/Reconnect Actuator;Second Try
14.06.23 / 11:17:32;#3;INFO;40;No Communcation ...;Error
14.06.23 / 11:17:32;#3;ERROR;80;Error no LIN communication/timeout 5sec.;
14.06.23 / 11:18:11;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
14.06.23 / 11:18:11;#3;TESTER;0;Tester;LASPRD-C0197V60, LA36 Pre-Tester Auto-Cell, 2022-032, LINTest 11.0.22.0
14.06.23 / 11:18:11;#3;INFO;0;Bay;3
14.06.23 / 11:18:11;#3;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL
14.06.23 / 11:18:11;#3;INFO;0;WO Number;31391233
14.06.23 / 11:18:11;#3;INFO;0;Serial Number;20
14.06.23 / 11:18:11;#3;INFO;0;Product;LA36 IC
14.06.23 / 11:18:11;#3;STEP;10;Nominal Power.;
14.06.23 / 11:18:15;#3;STEP;20;Connect Violet pin for communication.;
14.06.23 / 11:18:15;#3;STEP;30;Start Bus communication 100ms continual.;
14.06.23 / 11:18:17;#3;STEP;30;No Communcation ...;Error
14.06.23 / 11:18:17;#3;STEP;980;General Not Defined;
14.06.23 / 11:18:17;#3;INFO;980;Restart/Reconnect Actuator;Second Try
14.06.23 / 11:18:20;#3;INFO;40;No Communcation ...;Error
14.06.23 / 11:18:20;#3;ERROR;80;Error no LIN communication/timeout 5sec.;
19.06.23 / 13:29:42;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
19.06.23 / 13:29:42;#1;TESTER;0;Tester;LASPRD-C0197V60, LA36 Pre-Tester Auto-Cell, 2022-032, LINTest 11.0.22.0
19.06.23 / 13:29:42;#1;INFO;0;Bay;1
19.06.23 / 13:29:42;#1;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL
19.06.23 / 13:29:42;#1;INFO;0;WO Number;31391233
19.06.23 / 13:29:42;#1;INFO;0;Serial Number;20
19.06.23 / 13:29:42;#1;INFO;0;Product;LA36 CANBus
19.06.23 / 13:29:43;#1;STEP;10;Nominal Power.;
19.06.23 / 13:29:47;#1;STEP;20;Connect Violet pin for communication.;
19.06.23 / 13:29:47;#1;STEP;30;Start Bus communication 100ms continual.;
19.06.23 / 13:29:47;#1;STEP;30;Looks like Actuator;Connected
19.06.23 / 13:29:47;#1;STEP;40;SetForcePositionLost for Run Max. Speed;
19.06.23 / 13:29:47;#1;INFO;40;SetForcePositionLost;DONE
19.06.23 / 13:29:49;#1;STEP;40;Find BusLink *.ini Files.;
19.06.23 / 13:29:49;#1;INFO;40;Actuator ID;LA36CA9
19.06.23 / 13:29:49;#1;STEP;50;Timeout after 3 sec., indicate 'Ingen LIN kommunikation.;
19.06.23 / 13:29:51;#1;STEP;60;Open the right *.ini file.;
19.06.23 / 13:29:51;#1;INFO;60;LA36CA9.ini;file found
19.06.23 / 13:29:51;#1;STEP;70;Read SW nummer from Actuator.;
19.06.23 / 13:29:51;#1;STEP;80;Show Initializing EOS IN.;
19.06.23 / 13:29:51;#1;STEP;90;Read WO Number from Actuator.;
19.06.23 / 13:29:51;#1;INFO;90;WO from Actuator;31391233
19.06.23 / 13:29:51;#1;INFO;90;UniqueID from Actuator;970810
19.06.23 / 13:29:51;#1;STEP;100;Read SW Version from Actuator.;
19.06.23 / 13:29:51;#1;INFO;100;SW Actuator;SW01050021V0-117002
19.06.23 / 13:29:52;#1;STEP;110;Compare WONumber, SWVersion, PCB.;
19.06.23 / 13:29:52;#1;INFO;110;Query WO SQL Table Ax_Data;
19.06.23 / 13:29:52;#1;INFO;110;From Ax_Software;SW01050021V0-117002
19.06.23 / 13:29:52;#1;INFO;110;From AxArtNo;362693-00
19.06.23 / 13:29:52;#1;INFO;110;From AxArtName;362693-00
19.06.23 / 13:29:52;#1;INFO;110;From AxConf;FieldReject
19.06.23 / 13:29:52;#1;INFO;110;From AxPCBA;FieldReject
19.06.23 / 13:29:52;#1;STEP;120;Run out.;
19.06.23 / 13:29:57;#1;STEP;120;Ran Out For 2 s;DONE
19.06.23 / 13:29:57;#1;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;
19.06.23 / 13:29:57;#1;INFO;999;ServoPosition w/o ZeroPoint;415.93 mm
19.06.23 / 13:29:57;#1;INFO;999;Running to Zero Point;
19.06.23 / 13:29:58;#1;INFO;999;Reached Zero Point;DONE
19.06.23 / 13:29:58;#1;STEP;140;Stop 200ms/Run In.;
19.06.23 / 13:30:10;#1;STEP;150;Run to EOS IN.;
19.06.23 / 13:30:10;#1;INFO;999;Min Servo Position;359.15 mm
19.06.23 / 13:30:10;#1;INFO;999;CalibratedEOSInPosition BID mechanically;FAILED too long
19.06.23 / 13:30:10;#1;ERROR;89;"Error I-Flex actuator	..	N/A";
19.06.23 / 13:30:21;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
19.06.23 / 13:30:21;#1;TESTER;0;Tester;LASPRD-C0197V60, LA36 Pre-Tester Auto-Cell, 2022-032, LINTest 11.0.22.0
19.06.23 / 13:30:21;#1;INFO;0;Bay;1
19.06.23 / 13:30:21;#1;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL
19.06.23 / 13:30:21;#1;INFO;0;WO Number;31391233
19.06.23 / 13:30:21;#1;INFO;0;Serial Number;20
19.06.23 / 13:30:21;#1;INFO;0;Product;LA36 CANBus
19.06.23 / 13:30:21;#1;STEP;10;Nominal Power.;
19.06.23 / 13:30:25;#1;STEP;20;Connect Violet pin for communication.;
19.06.23 / 13:30:25;#1;STEP;30;Start Bus communication 100ms continual.;
19.06.23 / 13:30:25;#1;STEP;30;Looks like Actuator;Connected
19.06.23 / 13:30:25;#1;STEP;40;SetForcePositionLost for Run Max. Speed;
