08.06.23 / 15:22:05;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
08.06.23 / 15:22:05;#2;INFO;999;SetRelayConnectionControl;4311
08.06.23 / 15:22:05;#2;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0
08.06.23 / 15:22:05;#2;INFO;0;Bay;2
08.06.23 / 15:22:05;#2;PROTOCOL;0;Communication Protocol;BUSLINK_PROTOCOL
08.06.23 / 15:22:05;#2;SERVO_PROPORTIONAL_INPUT_FUNCTION;0;ServoProportional Function;BUSLINK_PROTOCOL
08.06.23 / 15:22:05;#2;INFO;0;WO Number;30943401
08.06.23 / 15:22:05;#2;INFO;0;Serial Number;0002
08.06.23 / 15:22:05;#2;INFO;0;Product;
08.06.23 / 15:22:05;#2;STEP;10;Nominal Power.;
08.06.23 / 15:22:09;#2;STEP;20;Connect 3 PINs (BW,FW and LIN/Feedback).;
08.06.23 / 15:22:09;#2;STEP;30;Start LIN communication 100ms continual.;
08.06.23 / 15:22:10;#2;INFO;40;Looks like Actuator is;Connected
08.06.23 / 15:22:10;#2;STEP;40;Find BusLink *.ini Files.;
08.06.23 / 15:22:10;#2;STEP;40;Actuator ID;LA36IC4
08.06.23 / 15:22:10;#2;PLC_CMD;0;Command from PLC;PLC Commando
08.06.23 / 15:22:10;#2;STEP;50;Timeout after 1 sec., indicate 'Ingen LIN kommunikation.;
08.06.23 / 15:22:10;#2;STEP;60;Open the right *.ini file.;
08.06.23 / 15:22:10;#2;INFO;60;LA36IC4.ini;file found
08.06.23 / 15:22:10;#2;STEP;70;Read SW Version from Actuator. Timout 1 sec., indicate 'Ingen LIN kommunikation'.;
08.06.23 / 15:22:11;#2;STEP;80;Initializing EOS ind.;
08.06.23 / 15:22:11;#2;STEP;90;Read WO Number from Actuator.;
08.06.23 / 15:22:11;#2;INFO;90;WO from Actuator;30943401
08.06.23 / 15:22:11;#2;INFO;90;UniqueID from Actuator;379088
08.06.23 / 15:22:11;#2;STEP;100;Read SW Version from Actuator.;
08.06.23 / 15:22:11;#2;STEP;110;Compare WONumber and SWVersion.;
08.06.23 / 15:22:11;#2;STEP;110;Query WO SQL Table Ax_Data;
08.06.23 / 15:22:11;#2;INFO;110;SW Actuator;SW01022014V1-4
08.06.23 / 15:22:11;#2;INFO;110;SW Axapta;SW01022014V1-4
08.06.23 / 15:22:11;#2;INFO;110;From AxArtNo;J34455
08.06.23 / 15:22:11;#2;INFO;110;From AxArtName;361202500A2319-611H30450A000X0
08.06.23 / 15:22:11;#2;INFO;110;From AxConf;FieldReject
08.06.23 / 15:22:11;#2;INFO;110;From AxPCBA;FieldReject
08.06.23 / 15:22:11;#2;INFO;110;PDHS set to Parallel Actuator;0
08.06.23 / 15:22:13;#2;INFO;40;SetForcePositionLost();DONE
08.06.23 / 15:22:13;#2;STEP;120;Run out of EOS IN. if EOS OUT ignore it.;
08.06.23 / 15:22:15;#2;STEP;130;Read EOS IN. if not 0 'EOS In failure'.;
08.06.23 / 15:22:15;#2;STEP;130;EOS IN;Is deactivated
08.06.23 / 15:22:15;#2;STEP;140;Stop 200ms/Run In.;
08.06.23 / 15:22:18;#2;STEP;150;Run to EOS IN.;
08.06.23 / 15:22:19;#2;STEP;160;Read EOS IN Status. if not 1 'EOS IN Not active'.;
08.06.23 / 15:22:20;#2;STEP;160;EOS IN;is activated
08.06.23 / 15:22:21;#2;STEP;180;Wait for PLC command EOS Signal is OK.;
08.06.23 / 15:22:22;#2;PLC_CMD;3;PLC Reset / Stop Test;
08.06.23 / 15:22:33;#2;STEP;180;EOS IN activated, Time out 10 s, EOS IN Signal;FAILED
08.06.23 / 15:22:33;#2;ERROR;81;Error EOS IN;
08.06.23 / 15:24:04;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
08.06.23 / 15:24:05;#2;INFO;999;SetRelayConnectionControl;4311
08.06.23 / 15:24:05;#2;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0
08.06.23 / 15:24:05;#2;INFO;0;Bay;2
08.06.23 / 15:24:05;#2;PROTOCOL;0;Communication Protocol;BUSLINK_PROTOCOL
08.06.23 / 15:24:05;#2;SERVO_PROPORTIONAL_INPUT_FUNCTION;0;ServoProportional Function;BUSLINK_PROTOCOL
08.06.23 / 15:24:05;#2;INFO;0;WO Number;30943401
08.06.23 / 15:24:05;#2;INFO;0;Serial Number;0002
08.06.23 / 15:24:05;#2;INFO;0;Product;
08.06.23 / 15:24:05;#2;STEP;10;Nominal Power.;
08.06.23 / 15:24:07;#2;PLC_CMD;2;PLC Stop / Reset Commando;
08.06.23 / 15:24:43;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
08.06.23 / 15:24:43;#3;INFO;999;SetRelayConnectionControl;4311
08.06.23 / 15:24:43;#3;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0
08.06.23 / 15:24:43;#3;INFO;0;Bay;3
08.06.23 / 15:24:43;#3;PROTOCOL;0;Communication Protocol;BUSLINK_PROTOCOL
08.06.23 / 15:24:43;#3;SERVO_PROPORTIONAL_INPUT_FUNCTION;0;ServoProportional Function;BUSLINK_PROTOCOL
08.06.23 / 15:24:43;#3;INFO;0;WO Number;30943401
08.06.23 / 15:24:43;#3;INFO;0;Serial Number;0002
08.06.23 / 15:24:43;#3;INFO;0;Product;
08.06.23 / 15:24:44;#3;STEP;10;Nominal Power.;
08.06.23 / 15:24:48;#3;STEP;20;Connect 3 PINs (BW,FW and LIN/Feedback).;
08.06.23 / 15:24:48;#3;STEP;30;Start LIN communication 100ms continual.;
08.06.23 / 15:24:48;#3;INFO;40;Looks like Actuator is;Connected
08.06.23 / 15:24:48;#3;STEP;40;Find BusLink *.ini Files.;
08.06.23 / 15:24:48;#3;STEP;40;Actuator ID;LA36IC4
08.06.23 / 15:24:48;#3;PLC_CMD;0;Command from PLC;PLC Commando
08.06.23 / 15:24:48;#3;STEP;50;Timeout after 1 sec., indicate 'Ingen LIN kommunikation.;
08.06.23 / 15:24:49;#3;STEP;60;Open the right *.ini file.;
08.06.23 / 15:24:49;#3;INFO;60;LA36IC4.ini;file found
08.06.23 / 15:24:49;#3;STEP;70;Read SW Version from Actuator. Timout 1 sec., indicate 'Ingen LIN kommunikation'.;
08.06.23 / 15:24:49;#3;STEP;80;Initializing EOS ind.;
08.06.23 / 15:24:49;#3;STEP;90;Read WO Number from Actuator.;
08.06.23 / 15:24:49;#3;INFO;90;WO from Actuator;30943401
08.06.23 / 15:24:49;#3;INFO;90;UniqueID from Actuator;379088
08.06.23 / 15:24:49;#3;STEP;100;Read SW Version from Actuator.;
08.06.23 / 15:24:49;#3;STEP;110;Compare WONumber and SWVersion.;
08.06.23 / 15:24:49;#3;STEP;110;Query WO SQL Table Ax_Data;
08.06.23 / 15:24:49;#3;INFO;110;SW Actuator;SW01022014V1-4
08.06.23 / 15:24:49;#3;INFO;110;SW Axapta;SW01022014V1-4
08.06.23 / 15:24:49;#3;INFO;110;From AxArtNo;J34455
08.06.23 / 15:24:49;#3;INFO;110;From AxArtName;361202500A2319-611H30450A000X0
08.06.23 / 15:24:49;#3;INFO;110;From AxConf;FieldReject
08.06.23 / 15:24:49;#3;INFO;110;From AxPCBA;FieldReject
08.06.23 / 15:24:49;#3;INFO;110;PDHS set to Parallel Actuator;0
08.06.23 / 15:24:51;#3;INFO;40;SetForcePositionLost();DONE
08.06.23 / 15:24:51;#3;STEP;120;Run out of EOS IN. if EOS OUT ignore it.;
08.06.23 / 15:24:53;#3;STEP;130;Read EOS IN. if not 0 'EOS In failure'.;
08.06.23 / 15:24:53;#3;STEP;130;EOS IN;Is deactivated
08.06.23 / 15:24:53;#3;STEP;140;Stop 200ms/Run In.;
08.06.23 / 15:24:57;#3;STEP;150;Run to EOS IN.;
08.06.23 / 15:24:57;#3;STEP;160;Read EOS IN Status. if not 1 'EOS IN Not active'.;
08.06.23 / 15:24:59;#3;STEP;160;EOS IN;is activated
08.06.23 / 15:24:59;#3;STEP;180;Wait for PLC command EOS Signal is OK.;
08.06.23 / 15:25:00;#3;PLC_CMD;3;PLC Reset / Stop Test;
08.06.23 / 15:25:12;#3;STEP;180;EOS IN activated, Time out 10 s, EOS IN Signal;FAILED
08.06.23 / 15:25:12;#3;ERROR;81;Error EOS IN;
08.06.23 / 15:26:00;;;;********** New Test Started **********;Version of LINTest: 11.0.22.0
08.06.23 / 15:26:00;#1;INFO;999;SetRelayConnectionControl;4311
08.06.23 / 15:26:00;#1;TESTER;0;Tester;LASPRD-C22873TT, LA36 Pre-Tester ManualTwo-Cell, 2023-0xx, LINTest 11.0.22.0
08.06.23 / 15:26:00;#1;INFO;0;Bay;1
08.06.23 / 15:26:00;#1;PROTOCOL;0;Communication Protocol;BUSLINK_PROTOCOL
08.06.23 / 15:26:00;#1;SERVO_PROPORTIONAL_INPUT_FUNCTION;0;ServoProportional Function;BUSLINK_PROTOCOL
08.06.23 / 15:26:00;#1;INFO;0;WO Number;30943401
08.06.23 / 15:26:00;#1;INFO;0;Serial Number;0002
08.06.23 / 15:26:00;#1;INFO;0;Product;
08.06.23 / 15:26:00;#1;STEP;10;Nominal Power.;
08.06.23 / 15:26:04;#1;STEP;20;Connect 3 PINs (BW,FW and LIN/Feedback).;
08.06.23 / 15:26:04;#1;STEP;30;Start LIN communication 100ms continual.;
08.06.23 / 15:26:04;#1;INFO;40;Looks like Actuator is;Connected
08.06.23 / 15:26:04;#1;STEP;40;Find BusLink *.ini Files.;
08.06.23 / 15:26:04;#1;STEP;40;Actuator ID;LA36IC4
08.06.23 / 15:26:05;#1;PLC_CMD;0;Command from PLC;PLC Commando
08.06.23 / 15:26:05;#1;STEP;50;Timeout after 1 sec., indicate 'Ingen LIN kommunikation.;
08.06.23 / 15:26:05;#1;STEP;60;Open the right *.ini file.;
08.06.23 / 15:26:05;#1;INFO;60;LA36IC4.ini;file found
08.06.23 / 15:26:05;#1;STEP;70;Read SW Version from Actuator. Timout 1 sec., indicate 'Ingen LIN kommunikation'.;
08.06.23 / 15:26:05;#1;STEP;80;Initializing EOS ind.;
08.06.23 / 15:26:06;#1;STEP;90;Read WO Number from Actuator.;
08.06.23 / 15:26:06;#1;INFO;90;WO from Actuator;30943401
08.06.23 / 15:26:06;#1;INFO;90;UniqueID from Actuator;379088
08.06.23 / 15:26:06;#1;STEP;100;Read SW Version from Actuator.;
08.06.23 / 15:26:06;#1;STEP;110;Compare WONumber and SWVersion.;
