13.09.23 / 20:18:02;;;;********** New Test Started **********;Version of LINTest: 11.1.1.0
13.09.23 / 20:18:02;#1;TESTER;0;Tester;LASPRD-S4ES1815, LA36 Pre-Tester Manual-Cell, 2011-112, LINTest 11.1.1.0
13.09.23 / 20:18:02;#1;INFO;0;Bay;1
13.09.23 / 20:18:02;#1;PROTOCOL;0;Communication Protocol;CANBUS_ZEROPOINT_PROTOCOL
13.09.23 / 20:18:02;#1;INFO;0;WO Number;31304279
13.09.23 / 20:18:02;#1;INFO;0;Serial Number;0015
13.09.23 / 20:18:02;#1;INFO;0;Product;LA36 CANBus
13.09.23 / 20:18:03;#1;STEP;10;Nominal Power.;
13.09.23 / 20:18:06;#1;STEP;20;Connect Violet pin for communication.;
13.09.23 / 20:18:06;#1;STEP;30;Start Bus communication 100ms continual.;
13.09.23 / 20:18:06;#1;STEP;30;Looks like Actuator;Connected
13.09.23 / 20:18:06;#1;STEP;40;SetForcePositionLost for Run Max. Speed;
13.09.23 / 20:18:06;#1;INFO;40;SetForcePositionLost;DONE
13.09.23 / 20:18:08;#1;STEP;40;Find BusLink *.ini Files.;
13.09.23 / 20:18:08;#1;STEP;40;Actuator ID;LA36CA4
13.09.23 / 20:18:08;#1;PLC_CMD;0;Command from PLC;PLC Commando
13.09.23 / 20:18:08;#1;STEP;50;No Buslink communication.;
13.09.23 / 20:18:10;#1;STEP;60;Open the right *.ini file.;
13.09.23 / 20:18:10;#1;INFO;60;LA36CA4.ini;file found
13.09.23 / 20:18:10;#1;STEP;70;Read SW nummer from Actuator.;
13.09.23 / 20:18:10;#1;STEP;80;Show: “Initializing EOS IN.;
13.09.23 / 20:18:11;#1;STEP;90;Read WO Number from Actuator.;
13.09.23 / 20:18:11;#1;INFO;90;WO from Actuator  ;31304279
13.09.23 / 20:18:11;#1;INFO;90;UniqueID from Actuator;378539
13.09.23 / 20:18:11;#1;STEP;100;Read SW Version from Actuator.;
13.09.23 / 20:18:11;#1;INFO;100;SW Actuator;SW01050012V1-0
13.09.23 / 20:18:11;#1;STEP;110;Compare WO Number, SW Version.;
13.09.23 / 20:18:11;#1;INFO;110;Query WO SQL Table Ax_Data;
13.09.23 / 20:18:11;#1;INFO;110;From Ax_Software;SW01050012V1-0
13.09.23 / 20:18:11;#1;INFO;110;From AxArtNo;362506-01
13.09.23 / 20:18:11;#1;INFO;110;From AxArtName;3612050000XX16-611G307500XX000
13.09.23 / 20:18:11;#1;INFO;110;From AxConf;10SW36CFGA00215
13.09.23 / 20:18:11;#1;INFO;110;From AxPCBA;10CS36BUSB10-F-2
13.09.23 / 20:18:11;#1;STEP;120;Run out.;
13.09.23 / 20:18:14;#1;STEP;120;Ran Outwards For 2 s;DONE
13.09.23 / 20:18:14;#1;STEP;130;Read EOS IN status. if not 0 'EOS IN error'. Not for ZeroPoint.;
13.09.23 / 20:18:14;#1;INFO;999;ServoPosition w/o ZeroPoint;791.63 mm
